activation,batch_size,epochs,learning_rate,neurons,optimizer,Mean,Std
tanh,20,10,0.001,32,adam,0.5609329342842102,0.008256380207023238
tanh,20,10,0.001,32,sgd,0.3853062093257904,0.014479632471982402
tanh,20,10,0.01,8,rmsprop,0.5779480934143066,0.0035206112413945635
tanh,20,10,0.01,8,adam,0.5682748158772787,0.010907148908213983
tanh,20,10,0.01,8,sgd,0.46613094210624695,0.03739831952028648
tanh,20,10,0.01,16,rmsprop,0.5698224902153015,0.009115755781136239
tanh,20,10,0.01,16,adam,0.5760181943575541,0.005502843958752557
tanh,20,10,0.01,16,sgd,0.49052298069000244,0.023719494672693152
tanh,20,10,0.01,32,rmsprop,0.5609221657117208,0.016477790346870424
tanh,20,10,0.01,32,adam,0.5675081610679626,0.00650364419458312
tanh,20,10,0.01,32,sgd,0.4820084571838379,0.007454328184330377
tanh,20,10,0.1,8,rmsprop,0.5067791144053141,0.0196696443033388
tanh,20,10,0.1,8,adam,0.5578375657399496,0.010765486018560512
tanh,20,10,0.1,8,sgd,0.570603092511495,0.01139396404333891
tanh,20,10,0.1,16,rmsprop,0.4723086754480998,0.05872212659127874
tanh,20,10,0.1,16,adam,0.5264898935953776,0.01761978365830977
tanh,20,10,0.1,16,sgd,0.5647976795832316,0.00863969441093641
tanh,20,10,0.1,32,rmsprop,0.5253370006879171,0.023365846538645915
tanh,20,10,0.1,32,adam,0.5299899578094482,0.020175841082069407
tanh,20,10,0.1,32,sgd,0.5717604557673136,0.00430262041636811
tanh,20,10,0.2,8,rmsprop,0.3489844799041748,0.09051831637268994
tanh,20,10,0.2,8,adam,0.5311392545700073,0.026757183929417304
tanh,20,10,0.2,8,sgd,0.5605471332867941,0.01524421020115615
tanh,20,10,0.2,16,rmsprop,0.4135777950286865,0.11235061066768201
tanh,20,10,0.2,16,adam,0.44833611448605853,0.03630152923468132
tanh,20,10,0.2,16,sgd,0.5613178412119547,0.007365726440811287
tanh,20,10,0.2,32,rmsprop,0.4982596238454183,0.01990833364041208
tanh,20,10,0.2,32,adam,0.4820156395435333,0.05637049810648221
tanh,20,10,0.2,32,sgd,0.5528051257133484,0.0066847298229966625
tanh,20,10,0.3,8,rmsprop,0.47542067368825275,0.03375708018785318
tanh,20,10,0.3,8,adam,0.48820863167444867,0.014324806510150058
tanh,20,10,0.3,8,sgd,0.5454484224319458,0.01135386706250111
tanh,20,10,0.3,16,rmsprop,0.4932285249233246,0.020118463385595853
tanh,20,10,0.3,16,adam,0.4661700228850047,0.08997142067104875
tanh,20,10,0.3,16,sgd,0.5535713235537211,0.014034370766793076
tanh,20,10,0.3,32,rmsprop,0.31022130449612934,0.09756609257928121
tanh,20,10,0.3,32,adam,0.44993142286936444,0.07022797085695168
tanh,20,10,0.3,32,sgd,0.5431408286094666,0.015909193779111784
tanh,20,20,0.001,8,rmsprop,0.5620908141136169,0.003351390191997753
tanh,20,20,0.001,8,adam,0.5574495196342468,0.005493664210615753
tanh,20,20,0.001,8,sgd,0.39419980843861896,0.01674513107802648
tanh,20,20,0.001,16,rmsprop,0.5624783833821615,0.006026269272157004
tanh,20,20,0.001,16,adam,0.5651852687199911,0.002812317650070081
tanh,20,20,0.001,16,sgd,0.41278014580408734,0.027313299267843146
tanh,20,20,0.001,32,rmsprop,0.5744669238726298,0.009251442537529606
tanh,20,20,0.001,32,adam,0.5667343139648438,0.010301387551908852
tanh,20,20,0.001,32,sgd,0.4015528957049052,0.025732931345474875
tanh,20,20,0.01,8,rmsprop,0.5690459609031677,0.011543206757510178
tanh,20,20,0.01,8,adam,0.5729187528292338,0.007505752114352885
tanh,20,20,0.01,8,sgd,0.5118012428283691,0.004609278182135166
tanh,20,20,0.01,16,rmsprop,0.5752434531847636,0.007298898527961587
tanh,20,20,0.01,16,adam,0.5655791560808817,0.015633839595035004
tanh,20,20,0.01,16,sgd,0.527276337146759,0.00968488494060569
tanh,20,20,0.01,32,rmsprop,0.5713733434677124,0.00994578421145555
tanh,20,20,0.01,32,adam,0.5690558354059855,0.020510582617046177
tanh,20,20,0.01,32,sgd,0.5334544976552328,0.014407325405440208
tanh,20,20,0.1,8,rmsprop,0.5067606965700785,0.03460144660389483
tanh,20,20,0.1,8,adam,0.5481557448705038,0.01396257246994979
tanh,20,20,0.1,8,sgd,0.5740869641304016,0.013782236506624579
tanh,20,20,0.1,16,rmsprop,0.5292075673739115,0.009066776254429604
tanh,20,20,0.1,16,adam,0.5280452370643616,0.019539140152384313
tanh,20,20,0.1,16,sgd,0.570213238398234,0.002080248597369957
tanh,20,20,0.1,32,rmsprop,0.49438681205113727,0.03252013054168455
tanh,20,20,0.1,32,adam,0.5458351174990336,0.011710072760662646
tanh,20,20,0.1,32,sgd,0.566730260848999,0.01382805854765016
tanh,20,20,0.2,8,rmsprop,0.505599707365036,0.026857969534059813
tanh,20,20,0.2,8,adam,0.535014788309733,0.020690241985177882
tanh,20,20,0.2,8,sgd,0.5663467049598694,0.0108814715392328
tanh,20,20,0.2,16,rmsprop,0.5094931821028391,0.04351795484739902
tanh,20,20,0.2,16,adam,0.4905310769875844,0.04205605690940457
tanh,20,20,0.2,16,sgd,0.5508702794710795,0.021787261712320996
tanh,20,20,0.2,32,rmsprop,0.4676997462908427,0.019607262164098204
tanh,20,20,0.2,32,adam,0.46344876289367676,0.054102879050180436
tanh,20,20,0.2,32,sgd,0.5566774606704712,0.011668091077403225
tanh,20,20,0.3,8,rmsprop,0.44487515091896057,0.006364331403563779
tanh,20,20,0.3,8,adam,0.5245487888654073,0.03139667073149715
tanh,20,20,0.3,8,sgd,0.5586087107658386,0.006206798477003033
tanh,20,20,0.3,16,rmsprop,0.4232376019159953,0.08941315026446961
tanh,20,20,0.3,16,adam,0.4924730956554413,0.030737885157640393
tanh,20,20,0.3,16,sgd,0.5705891450246176,0.02008373846027617
tanh,20,20,0.3,32,rmsprop,0.37289056181907654,0.08331425350714439
tanh,20,20,0.3,32,adam,0.46267446875572205,0.021218511663942227
tanh,20,20,0.3,32,sgd,0.5419712861378988,0.009033111332669238
tanh,50,5,0.001,8,rmsprop,0.4139317075411479,0.033585809501599756
tanh,50,5,0.001,8,adam,0.4568775991598765,0.03007640977624183
tanh,50,5,0.001,8,sgd,0.25955987970034283,0.06971571460782891
tanh,50,5,0.001,16,rmsprop,0.4700149993101756,0.03225368917165181
tanh,50,5,0.001,16,adam,0.490509957075119,0.02256891158279233
tanh,50,5,0.001,16,sgd,0.2479553520679474,0.035121388156114125
tanh,50,5,0.001,32,rmsprop,0.508700023094813,0.008772099333814974
tanh,50,5,0.001,32,adam,0.48394912481307983,0.015864809437494333
tanh,50,5,0.001,32,sgd,0.37907413641611737,0.06894707760021769
tanh,50,5,0.01,8,rmsprop,0.5675103863080343,0.010551763414230753
tanh,50,5,0.01,8,adam,0.5632490913073221,0.011393730209862403
tanh,50,5,0.01,8,sgd,0.39458290735880536,0.018606790678731423
tanh,50,5,0.01,16,rmsprop,0.5624837875366211,0.014537543869468634
tanh,50,5,0.01,16,adam,0.559768815835317,0.002196149630801774
tanh,50,5,0.01,16,sgd,0.4104590614636739,0.027031419884558556
tanh,50,5,0.01,32,rmsprop,0.5617027282714844,0.010009533810661064
tanh,50,5,0.01,32,adam,0.5578330755233765,0.0034814783172906314
tanh,50,5,0.01,32,sgd,0.39033596714337665,0.014074757737035367
tanh,50,5,0.1,8,rmsprop,0.5477775931358337,0.003706646639777584
tanh,50,5,0.1,8,adam,0.5663426717122396,0.009927979756287963
tanh,50,5,0.1,8,sgd,0.5137122670809428,0.03813561167153645
tanh,50,5,0.1,16,rmsprop,0.5245752930641174,0.04373401742276797
tanh,50,5,0.1,16,adam,0.5578375657399496,0.008843815791423132
tanh,50,5,0.1,16,sgd,0.5234026312828064,0.00727648735811956
tanh,50,5,0.1,32,rmsprop,0.46731214721997577,0.02466449649242891
tanh,50,5,0.1,32,adam,0.5435207684834799,0.00296455277652879
tanh,50,5,0.1,32,sgd,0.532682458559672,0.01301694776780977
tanh,50,5,0.2,8,rmsprop,0.47622639934221905,0.03429100941275171
tanh,50,5,0.2,8,adam,0.5493324597676595,0.018178097513309923
tanh,50,5,0.2,8,sgd,0.5338443517684937,0.00885298175900727
tanh,50,5,0.2,16,rmsprop,0.37866318722565967,0.12409701770905475
tanh,50,5,0.2,16,adam,0.5299935241540273,0.026797874890728105
tanh,50,5,0.2,16,sgd,0.5555196205774943,0.012926600207642039
tanh,50,5,0.2,32,rmsprop,0.5253361066182455,0.009158173077533843
tanh,50,5,0.2,32,adam,0.51680988073349,0.03358842704589922
tanh,50,5,0.2,32,sgd,0.5435140331586202,0.011557065350170823
tanh,50,5,0.3,8,rmsprop,0.48007317384084064,0.027154944831691
tanh,50,5,0.3,8,adam,0.5299903849760691,0.0311613821132927
tanh,50,5,0.3,8,sgd,0.5597611665725708,0.016734175333222984
tanh,50,5,0.3,16,rmsprop,0.3895046313603719,0.10372368205378404
tanh,50,5,0.3,16,adam,0.5315416753292084,0.028685216369135045
tanh,50,5,0.3,16,sgd,0.5423543651898702,0.009839557818843828
tanh,50,5,0.3,32,rmsprop,0.48279622197151184,0.022099712377897273
tanh,50,5,0.3,32,adam,0.5110157032807668,0.02777818526363026
tanh,50,5,0.3,32,sgd,0.557829479376475,0.007645187720355939
tanh,50,10,0.001,8,rmsprop,0.49207156896591187,0.006702534589380316
tanh,50,10,0.001,8,adam,0.4951624770959218,0.006706252648745212
tanh,50,10,0.001,8,sgd,0.3357878029346466,0.05319360888908093
tanh,50,10,0.001,16,rmsprop,0.5121883948644003,0.007888934277192998
tanh,50,10,0.001,16,adam,0.5121834476788839,0.00498686543490584
tanh,50,10,0.001,16,sgd,0.3183626135190328,0.0307846012082707
tanh,50,10,0.001,32,rmsprop,0.5353983243306478,0.004064292994751142
tanh,50,10,0.001,32,adam,0.5315273006757101,0.00402250310315996
tanh,50,10,0.001,32,sgd,0.35744062066078186,0.011297589183890677
tanh,50,10,0.01,8,rmsprop,0.5748518308003744,0.005705643666111783
tanh,50,10,0.01,8,adam,0.5682824452718099,0.016331229682203605
tanh,50,10,0.01,8,sgd,0.4131682018438975,0.028706447728644773
tanh,50,10,0.01,16,rmsprop,0.573693056901296,0.0026010860793558234
tanh,50,10,0.01,16,adam,0.569053590297699,0.005355676002909181
tanh,50,10,0.01,16,sgd,0.40192747116088867,0.018837082197011745
tanh,50,10,0.01,32,rmsprop,0.5632477402687073,0.0035462127385209193
tanh,50,10,0.01,32,adam,0.5659550627072653,0.006084722602644966
tanh,50,10,0.01,32,sgd,0.4398525853951772,0.029703966309737668
tanh,50,10,0.1,8,rmsprop,0.5570682287216187,0.018330994215187225
tanh,50,10,0.1,8,adam,0.5551338394482931,0.017837315810151754
tanh,50,10,0.1,8,sgd,0.540429433186849,0.007152661365232098
tanh,50,10,0.1,16,rmsprop,0.5582153002421061,0.00995980482068293
tanh,50,10,0.1,16,adam,0.5613133509953817,0.00750873015283116
tanh,50,10,0.1,16,sgd,0.5566711823145548,0.0036514150056657637
tanh,50,10,0.1,32,rmsprop,0.4387216866016388,0.11480779830272177
tanh,50,10,0.1,32,adam,0.5663399696350098,0.018790894320764005
tanh,50,10,0.1,32,sgd,0.5535803039868673,0.005940967060839741
tanh,50,10,0.2,8,rmsprop,0.5466143488883972,0.007695733884509137
tanh,50,10,0.2,8,adam,0.5384973088900248,0.03267957325912732
tanh,50,10,0.2,8,sgd,0.5574396252632141,0.014905507881946995
tanh,50,10,0.2,16,rmsprop,0.4920720160007477,0.012622251406116497
tanh,50,10,0.2,16,adam,0.5570659637451172,0.01215064838557783
tanh,50,10,0.2,16,sgd,0.5508612990379333,0.017324620980487673
tanh,50,10,0.2,32,rmsprop,0.520305871963501,0.011912371390320144
tanh,50,10,0.2,32,adam,0.5323083599408468,0.019739946578439686
tanh,50,10,0.2,32,sgd,0.5628615021705627,0.0047761530671014745
tanh,50,10,0.3,8,rmsprop,0.5110318760077158,0.013991079940284777
tanh,50,10,0.3,8,adam,0.5210703015327454,0.032384844548102004
tanh,50,10,0.3,8,sgd,0.5640130440394083,0.019289858324856864
tanh,50,10,0.3,16,rmsprop,0.48585836092631024,0.04059199791497681
tanh,50,10,0.3,16,adam,0.5326981842517853,0.02616108181833915
tanh,50,10,0.3,16,sgd,0.5644172628720602,0.013842952669137615
tanh,50,10,0.3,32,rmsprop,0.418997844060262,0.10253437943416743
tanh,50,10,0.3,32,adam,0.5295870900154114,0.01317841684611424
tanh,50,10,0.3,32,sgd,0.5636371374130249,0.007706493352346226
tanh,50,20,0.001,8,rmsprop,0.5206939379374186,0.005482864932074268
tanh,50,20,0.001,8,adam,0.531531810760498,0.006858472364480764
tanh,50,20,0.001,8,sgd,0.3906889855861664,0.04882664998826317
tanh,50,20,0.001,16,rmsprop,0.5477771361668905,0.003638626312177151
tanh,50,20,0.001,16,adam,0.5442932645479838,0.003143428117872115
tanh,50,20,0.001,16,sgd,0.40076783299446106,0.03755837690362002
tanh,50,20,0.001,32,rmsprop,0.5617041190465292,0.0035911924721182442
tanh,50,20,0.001,32,adam,0.5562885403633118,0.004242620913904424
tanh,50,20,0.001,32,sgd,0.40038472414016724,0.026336535575822825
tanh,50,20,0.01,8,rmsprop,0.5717595815658569,0.0011567148458742145
tanh,50,20,0.01,8,adam,0.5752434531847636,0.007298898527961587
tanh,50,20,0.01,8,sgd,0.450673371553421,0.006611533367997885
tanh,50,20,0.01,16,rmsprop,0.5752461552619934,0.011675010991080708
tanh,50,20,0.01,16,adam,0.5616951187451681,0.014439990263129678
tanh,50,20,0.01,16,sgd,0.4510479470094045,0.029222168468419057
tanh,50,20,0.01,32,rmsprop,0.5667338569959005,0.014603491039641137
tanh,50,20,0.01,32,adam,0.5752447843551636,0.012209095259247333
tanh,50,20,0.01,32,sgd,0.49168262879053753,0.0002781972980709079
tanh,50,20,0.1,8,rmsprop,0.529976467291514,0.00833353862085555
tanh,50,20,0.1,8,adam,0.5613192121187845,0.013029041268824555
tanh,50,20,0.1,8,sgd,0.5613174041112264,0.006486598371547594
tanh,50,20,0.1,16,rmsprop,0.48281148076057434,0.049437113515412835
