activation,batch_size,epochs,learning_rate,neurons,optimizer,Mean,Std
tanh,10,20,0.001,32,adam,0.5261597534020742,0.023727119174350445
tanh,10,20,0.001,32,sgd,0.27611000339190167,0.08309489617232403
tanh,10,20,0.01,8,rmsprop,0.5281723241011301,0.023855704688574158
tanh,10,20,0.01,8,adam,0.5387372374534607,0.027931040070964832
tanh,10,20,0.01,8,sgd,0.43408307433128357,0.03118366344964975
tanh,10,20,0.01,16,rmsprop,0.5337012410163879,0.026514599585885014
tanh,10,20,0.01,16,adam,0.5422649482885996,0.03148754223018275
tanh,10,20,0.01,16,sgd,0.4124710063139598,0.0240139380324388
tanh,10,20,0.01,32,rmsprop,0.535221666097641,0.025532797149582027
tanh,10,20,0.01,32,adam,0.5407574077447256,0.02963027684397785
tanh,10,20,0.01,32,sgd,0.4537144601345062,0.012111823102805229
tanh,10,20,0.1,8,rmsprop,0.4803747038046519,0.02969972194436731
tanh,10,20,0.1,8,adam,0.5040190915266672,0.02152953135341718
tanh,10,20,0.1,8,sgd,0.5201174517472585,0.022642019143410932
tanh,10,20,0.1,16,rmsprop,0.49143097798029584,0.03818911364260757
tanh,10,20,0.1,16,adam,0.5125873585542043,0.019419424661998048
tanh,10,20,0.1,16,sgd,0.515588770310084,0.024353111505272904
tanh,10,20,0.1,32,rmsprop,0.48893460631370544,0.00934423419515229
tanh,10,20,0.1,32,adam,0.5004944205284119,0.022600024795132238
tanh,10,20,0.1,32,sgd,0.5191104114055634,0.027757660875476958
tanh,10,20,0.2,8,rmsprop,0.46482465664545697,0.05280182037794296
tanh,10,20,0.2,8,adam,0.4864329397678375,0.03894474845992291
tanh,10,20,0.2,8,sgd,0.5181086758772532,0.03140372759138998
tanh,10,20,0.2,16,rmsprop,0.4471656183401744,0.038449572773731205
tanh,10,20,0.2,16,adam,0.46124835809071857,0.05892705708577231
tanh,10,20,0.2,16,sgd,0.526670108238856,0.03226034081381422
tanh,10,20,0.2,32,rmsprop,0.446198046207428,0.04089583856421577
tanh,10,20,0.2,32,adam,0.494461993376414,0.020833397100604608
tanh,10,20,0.2,32,sgd,0.5191210409005483,0.030870318332281932
tanh,10,20,0.3,8,rmsprop,0.48340723911921185,0.0635363559966544
tanh,10,20,0.3,8,adam,0.4663124581178029,0.02727460624660448
tanh,10,20,0.3,8,sgd,0.5387357274691263,0.026277271540631628
tanh,10,20,0.3,16,rmsprop,0.43006930748621625,0.03511312399154628
tanh,10,20,0.3,16,adam,0.45425595839818317,0.04414081752782325
tanh,10,20,0.3,16,sgd,0.5301917493343353,0.029349699346017926
tanh,10,20,0.3,32,rmsprop,0.40546571214993793,0.04815267376302993
tanh,10,20,0.3,32,adam,0.4622364143530528,0.05257057638281689
tanh,10,20,0.3,32,sgd,0.5130726595719656,0.030666344245338126
tanh,20,5,0.001,8,rmsprop,0.3782791793346405,0.04928051315324575
tanh,20,5,0.001,8,adam,0.29477990170319873,0.04477749346249198
tanh,20,5,0.001,8,sgd,0.1498870700597763,0.01963840386051207
tanh,20,5,0.001,16,rmsprop,0.4290592273076375,0.022850470625034904
tanh,20,5,0.001,16,adam,0.4346185028553009,0.026909618215592474
tanh,20,5,0.001,16,sgd,0.2801852921644847,0.007680947680458361
tanh,20,5,0.001,32,rmsprop,0.4577335516611735,0.028668384055266907
tanh,20,5,0.001,32,adam,0.4632670084635417,0.02796434505783692
tanh,20,5,0.001,32,sgd,0.23590549329916635,0.014543848048667627
tanh,20,5,0.01,8,rmsprop,0.5216219623883566,0.016523516853934276
tanh,20,5,0.01,8,adam,0.5085363984107971,0.027163272410817174
tanh,20,5,0.01,8,sgd,0.24647799134254456,0.02220243792885909
tanh,20,5,0.01,16,rmsprop,0.5145779252052307,0.02863488077048824
tanh,20,5,0.01,16,adam,0.5387273629506429,0.025039295085715115
tanh,20,5,0.01,16,sgd,0.31537429491678876,0.0268210746585744
tanh,20,5,0.01,32,rmsprop,0.5281784037748972,0.03013225521373524
tanh,20,5,0.01,32,adam,0.5236375629901886,0.02896027919199
tanh,20,5,0.01,32,sgd,0.25907521943251294,0.057349357773372626
tanh,20,5,0.1,8,rmsprop,0.424071063597997,0.049041377203060614
tanh,20,5,0.1,8,adam,0.5029945770899454,0.0435600585785342
tanh,20,5,0.1,8,sgd,0.42856405178705853,0.01907534538457038
tanh,20,5,0.1,16,rmsprop,0.47586119174957275,0.022035342925422682
tanh,20,5,0.1,16,adam,0.5221543411413828,0.030884483982316968
tanh,20,5,0.1,16,sgd,0.46728911995887756,0.020745953166371206
tanh,20,5,0.1,32,rmsprop,0.42505305012067157,0.03959728509845924
tanh,20,5,0.1,32,adam,0.49698341886202496,0.01068303118001564
tanh,20,5,0.1,32,sgd,0.4662851095199585,0.023546372892894282
tanh,20,5,0.2,8,rmsprop,0.42207064231236774,0.07188846499289411
tanh,20,5,0.2,8,adam,0.46834099292755127,0.044368674363783174
tanh,20,5,0.2,8,sgd,0.4637697736422221,0.04451908556372018
tanh,20,5,0.2,16,rmsprop,0.4325990875562032,0.005268620751016403
tanh,20,5,0.2,16,adam,0.4678253134091695,0.026675772569820833
tanh,20,5,0.2,16,sgd,0.4788550138473511,0.02871389968731877
tanh,20,5,0.2,32,rmsprop,0.3475770850976308,0.01541222680498326
tanh,20,5,0.2,32,adam,0.46329282720883685,0.03966559444393523
tanh,20,5,0.2,32,sgd,0.4894358515739441,0.0038478076966951126
tanh,20,5,0.3,8,rmsprop,0.458742876847585,0.019602036348476997
tanh,20,5,0.3,8,adam,0.49145375688870746,0.018082509177153244
tanh,20,5,0.3,8,sgd,0.4803701440493266,0.018388499979099374
tanh,20,5,0.3,16,rmsprop,0.3787781496842702,0.04439923886308087
tanh,20,5,0.3,16,adam,0.4793927073478699,0.02392270792618075
tanh,20,5,0.3,16,sgd,0.4642748137315114,0.017015782502900895
tanh,20,5,0.3,32,rmsprop,0.368190457423528,0.03740991280439337
tanh,20,5,0.3,32,adam,0.5050345063209534,0.006053298970528645
tanh,20,5,0.3,32,sgd,0.5000007649262747,0.02096302290136389
tanh,20,10,0.001,8,rmsprop,0.45522048075993854,0.023073718552330223
tanh,20,10,0.001,8,adam,0.43812570969263714,0.0046932675191255335
tanh,20,10,0.001,8,sgd,0.29425207773844403,0.04045703712667895
tanh,20,10,0.001,16,rmsprop,0.4703155855337779,0.015204958769110027
tanh,20,10,0.001,16,adam,0.4763404230276744,0.03377055211575627
tanh,20,10,0.001,16,sgd,0.26760399838288623,0.02044987688223416
tanh,20,10,0.001,32,rmsprop,0.49042924245198566,0.02818333611854441
tanh,20,10,0.001,32,adam,0.5055198073387146,0.022522219298899374
tanh,20,10,0.001,32,sgd,0.19769760966300964,0.018029202931269354
tanh,20,10,0.01,8,rmsprop,0.5186015764872233,0.025820904188091198
tanh,20,10,0.01,8,adam,0.5246491730213165,0.03206986264895938
tanh,20,10,0.01,8,sgd,0.2514988084634145,0.0193623740556415
tanh,20,10,0.01,16,rmsprop,0.5397526323795319,0.030287682066265007
tanh,20,10,0.01,16,adam,0.5261574685573578,0.02894990256390369
tanh,20,10,0.01,16,sgd,0.3159256676832835,0.04310841917519991
tanh,20,10,0.01,32,rmsprop,0.5095601379871368,0.009470595771020154
tanh,20,10,0.01,32,adam,0.5145726005236307,0.04573861600936899
tanh,20,10,0.01,32,sgd,0.3430916965007782,0.04734966803603632
tanh,20,10,0.1,8,rmsprop,0.49346330761909485,0.03038080090827587
tanh,20,10,0.1,8,adam,0.5347067614396414,0.030245929613184452
tanh,20,10,0.1,8,sgd,0.457233061393102,0.021681427691940664
tanh,20,10,0.1,16,rmsprop,0.5075490772724152,0.01805028307332111
tanh,20,10,0.1,16,adam,0.5186023314793905,0.024725117726716376
tanh,20,10,0.1,16,sgd,0.4677956899007161,0.02197429558183141
tanh,20,10,0.1,32,rmsprop,0.38782108823458356,0.019119814375526966
tanh,20,10,0.1,32,adam,0.5256532033284506,0.014815425873881296
tanh,20,10,0.1,32,sgd,0.4708130458990733,0.029784240047527968
tanh,20,10,0.2,8,rmsprop,0.45575210452079773,0.043021632658728354
tanh,20,10,0.2,8,adam,0.5055327117443085,0.005586859954385294
tanh,20,10,0.2,8,sgd,0.48237891991933185,0.02559862815131671
tanh,20,10,0.2,16,rmsprop,0.4154868423938751,0.022065374280796617
tanh,20,10,0.2,16,adam,0.4844180842240651,0.05015620846085363
tanh,20,10,0.2,16,sgd,0.505029171705246,0.016686030754636795
tanh,20,10,0.2,32,rmsprop,0.49648597836494446,0.03648459943461756
tanh,20,10,0.2,32,adam,0.4964662194252014,0.03293160384703376
tanh,20,10,0.2,32,sgd,0.5171039005120596,0.0173340917653821
tanh,20,10,0.3,8,rmsprop,0.4859142303466797,0.03944919548081654
tanh,20,10,0.3,8,adam,0.4833829402923584,0.030736989066003955
tanh,20,10,0.3,8,sgd,0.5040160516897837,0.03572916263720847
tanh,20,10,0.3,16,rmsprop,0.4290804862976074,0.05545634094995472
tanh,20,10,0.3,16,adam,0.4708138108253479,0.04413473434518865
tanh,20,10,0.3,16,sgd,0.5150852501392365,0.03528076648053214
tanh,20,10,0.3,32,rmsprop,0.44566338260968524,0.021483178089509624
tanh,20,10,0.3,32,adam,0.4507085084915161,0.01826025356975489
tanh,20,10,0.3,32,sgd,0.5070470670859019,0.022002126081110678
tanh,20,20,0.001,8,rmsprop,0.4934481084346771,0.022745208107446985
tanh,20,20,0.001,8,adam,0.47735658288002014,0.011528224783783235
tanh,20,20,0.001,8,sgd,0.26008909940719604,0.040440241342037
tanh,20,20,0.001,16,rmsprop,0.5070364475250244,0.019083301899241026
tanh,20,20,0.001,16,adam,0.5075429975986481,0.0175352486577235
tanh,20,20,0.001,16,sgd,0.32851529618104297,0.07356928864932091
tanh,20,20,0.001,32,rmsprop,0.5221307973066965,0.022958334592372166
tanh,20,20,0.001,32,adam,0.5125759740670522,0.022794493286529157
tanh,20,20,0.001,32,sgd,0.27463891605536145,0.06406192372599141
tanh,20,20,0.01,8,rmsprop,0.5311972896258036,0.01698731535054811
tanh,20,20,0.01,8,adam,0.5407528678576151,0.0261935107892088
tanh,20,20,0.01,8,sgd,0.33150530358155567,0.06689019224063919
tanh,20,20,0.01,16,rmsprop,0.5377256274223328,0.02588281487327599
tanh,20,20,0.01,16,adam,0.5402501026789347,0.025810075018842117
tanh,20,20,0.01,16,sgd,0.3546522557735443,0.059086701285368685
tanh,20,20,0.01,32,rmsprop,0.490425447622935,0.030079749719122695
tanh,20,20,0.01,32,adam,0.5407429933547974,0.022880233677760212
tanh,20,20,0.01,32,sgd,0.41599492232004803,0.0034174612117042406
tanh,20,20,0.1,8,rmsprop,0.46327991286913556,0.024632569919836974
tanh,20,20,0.1,8,adam,0.5352178812026978,0.02122369961841652
tanh,20,20,0.1,8,sgd,0.47986965378125507,0.022408277833630672
tanh,20,20,0.1,16,rmsprop,0.4506902794043223,0.021943763670306815
tanh,20,20,0.1,16,adam,0.5206285814444224,0.01738471389831598
tanh,20,20,0.1,16,sgd,0.5070417622725168,0.027718181589673867
tanh,20,20,0.1,32,rmsprop,0.451216588417689,0.043882692068663694
tanh,20,20,0.1,32,adam,0.525663822889328,0.02828044617554857
tanh,20,20,0.1,32,sgd,0.5020095507303873,0.021843181298721207
tanh,20,20,0.2,8,rmsprop,0.4436553617318471,0.0292258537975079
tanh,20,20,0.2,8,adam,0.5090687771638235,0.030971358460234646
tanh,20,20,0.2,8,sgd,0.5165973405043284,0.028504105563071237
tanh,20,20,0.2,16,rmsprop,0.4531904458999634,0.0561552735614356
tanh,20,20,0.2,16,adam,0.4567561149597168,0.03540124114489829
tanh,20,20,0.2,16,sgd,0.5206232567628225,0.024024730520520565
tanh,20,20,0.2,32,rmsprop,0.40697325269381207,0.05623097338362783
tanh,20,20,0.2,32,adam,0.5151057541370392,0.02497150884602071
tanh,20,20,0.2,32,sgd,0.5226343174775442,0.030246530776368803
tanh,20,20,0.3,8,rmsprop,0.4678086042404175,0.043173753942124436
tanh,20,20,0.3,8,adam,0.4391312499841054,0.05135449780919271
tanh,20,20,0.3,8,sgd,0.533200740814209,0.025338253915834375
tanh,20,20,0.3,16,rmsprop,0.4305705527464549,0.01856985056961496
tanh,20,20,0.3,16,adam,0.500008354584376,0.020860799012102277
tanh,20,20,0.3,16,sgd,0.511062353849411,0.03677206686983987
tanh,20,20,0.3,32,rmsprop,0.4154868423938751,0.011749648667025558
tanh,20,20,0.3,32,adam,0.48893993099530536,0.03680357192841342
tanh,20,20,0.3,32,sgd,0.5176059106985728,0.03571593847251697
tanh,50,5,0.001,8,rmsprop,0.2947859813769658,0.04026205655539248
tanh,50,5,0.001,8,adam,0.2595407764116923,0.026356572810093713
tanh,50,5,0.001,8,sgd,0.22887589037418365,0.020052662646769977
tanh,50,5,0.001,16,rmsprop,0.3244377374649048,0.015978997776686422
tanh,50,5,0.001,16,adam,0.298783799012502,0.013129097257372609
tanh,50,5,0.001,16,sgd,0.22635294993718466,0.011780386917441528
tanh,50,5,0.001,32,rmsprop,0.4139770269393921,0.023061000114119778
tanh,50,5,0.001,32,adam,0.35964952905972797,0.016220845529079084
tanh,50,5,0.001,32,sgd,0.2716238449017207,0.06824593711355695
tanh,50,5,0.01,8,rmsprop,0.5035140514373779,0.031774185162979945
tanh,50,5,0.01,8,adam,0.48590360085169476,0.02077858806112344
tanh,50,5,0.01,8,sgd,0.26257863144079846,0.00970477771676936
tanh,50,5,0.01,16,rmsprop,0.5211222271124522,0.027237940379855927
tanh,50,5,0.01,16,adam,0.510053793589274,0.021209657642794144
tanh,50,5,0.01,16,sgd,0.2861972004175186,0.07225966898033247
tanh,50,5,0.01,32,rmsprop,0.5145938694477081,0.017254896692351057
tanh,50,5,0.01,32,adam,0.5150897999604543,0.02219251855005787
tanh,50,5,0.01,32,sgd,0.28166167934735614,0.07813954169399696
tanh,50,5,0.1,8,rmsprop,0.4909601112206777,0.03004307298817392
tanh,50,5,0.1,8,adam,0.5221186478932699,0.033129819944684016
tanh,50,5,0.1,8,sgd,0.29777903358141583,0.040273487406257975
tanh,50,5,0.1,16,rmsprop,0.47179730733235675,0.05228235838538683
tanh,50,5,0.1,16,adam,0.5005035301049551,0.004368748406090352
tanh,50,5,0.1,16,sgd,0.3822921911875407,0.0228908900580213
tanh,50,5,0.1,32,rmsprop,0.46729063987731934,0.019727590415581038
tanh,50,5,0.1,32,adam,0.516606460014979,0.01661511569558329
tanh,50,5,0.1,32,sgd,0.4149977465470632,0.049266372993318666
tanh,50,5,0.2,8,rmsprop,0.4496915837128957,0.011495714988515149
tanh,50,5,0.2,8,adam,0.5120762487252554,0.012305846658642755
tanh,50,5,0.2,8,sgd,0.39488790432612103,0.07207178655564613
tanh,50,5,0.2,16,rmsprop,0.4240406850973765,0.008440470939863401
tanh,50,5,0.2,16,adam,0.5120815833409628,0.01283457238389906
tanh,50,5,0.2,16,sgd,0.44918806354204815,0.020466591077836462
tanh,50,5,0.2,32,rmsprop,0.4632844825585683,0.04484336278118197
tanh,50,5,0.2,32,adam,0.47232286135355633,0.05937292406821713
tanh,50,5,0.2,32,sgd,0.45924336711565655,0.01944436388751466
tanh,50,5,0.3,8,rmsprop,0.4280635714530945,0.025555177535174067
tanh,50,5,0.3,8,adam,0.5010070502758026,0.0033922406080737245
tanh,50,5,0.3,8,sgd,0.426042636235555,0.01974562254805378
tanh,50,5,0.3,16,rmsprop,0.4366120994091034,0.0582605541744904
tanh,50,5,0.3,16,adam,0.5040320058663686,0.029254369376171343
tanh,50,5,0.3,16,sgd,0.45270513494809467,0.016641641117161595
tanh,50,5,0.3,32,rmsprop,0.4607455829779307,0.02674629421856605
tanh,50,5,0.3,32,adam,0.5186213254928589,0.013661644047760121
tanh,50,5,0.3,32,sgd,0.45471392075220746,0.030988240408458437
tanh,50,10,0.001,8,rmsprop,0.3621755043665568,0.009863383844880379
tanh,50,10,0.001,8,adam,0.2831844041744868,0.045103910089744924
tanh,50,10,0.001,8,sgd,0.2716086556514104,0.05234443281315364
tanh,50,10,0.001,16,rmsprop,0.4164840181668599,0.022314476818660098
tanh,50,10,0.001,16,adam,0.36163021127382916,0.08412704978164653
tanh,50,10,0.001,16,sgd,0.23944230874379477,0.00799947887184244
tanh,50,10,0.001,32,rmsprop,0.4537121852238973,0.014596013172542353
tanh,50,10,0.001,32,adam,0.47030648589134216,0.026278230701174337
tanh,50,10,0.001,32,sgd,0.2640892018874486,0.036317586295221124
tanh,50,10,0.01,8,rmsprop,0.5201174517472585,0.031131478641695222
tanh,50,10,0.01,8,adam,0.5165988504886627,0.022192467727982272
tanh,50,10,0.01,8,sgd,0.28216596444447833,0.07777899085292206
tanh,50,10,0.01,16,rmsprop,0.5140880644321442,0.02573497271985175
tanh,50,10,0.01,16,adam,0.5075308581193289,0.036866489382557474
tanh,50,10,0.01,16,sgd,0.2781309336423874,0.0560599111822333
tanh,50,10,0.01,32,rmsprop,0.520125816265742,0.026234097734420442
tanh,50,10,0.01,32,adam,0.5251542230447134,0.028703134572747542
tanh,50,10,0.01,32,sgd,0.2434659550587336,0.0376580225431822
tanh,50,10,0.1,8,rmsprop,0.49043911695480347,0.016182226530647256
tanh,50,10,0.1,8,adam,0.5191066066424052,0.02328681672612471
tanh,50,10,0.1,8,sgd,0.35257891813913983,0.05955710677449657
tanh,50,10,0.1,16,rmsprop,0.48644054929415387,0.05108392165624491
tanh,50,10,0.1,16,adam,0.5437717239061991,0.02508775474640355
tanh,50,10,0.1,16,sgd,0.46326244870821637,0.028702411158918282
tanh,50,10,0.1,32,rmsprop,0.5256676177183787,0.03373107630827026
tanh,50,10,0.1,32,adam,0.5130817890167236,0.005927746576068815
tanh,50,10,0.1,32,sgd,0.449192613363266,0.00991128848328361
tanh,50,10,0.2,8,rmsprop,0.4481962025165558,0.02043100812111627
tanh,50,10,0.2,8,adam,0.5140850245952606,0.02894968693253506
tanh,50,10,0.2,8,sgd,0.4446730415026347,0.015832641685302906
tanh,50,10,0.2,16,rmsprop,0.5140933891137441,0.014490834464738336
tanh,50,10,0.2,16,adam,0.5347128510475159,0.020142512696217446
tanh,50,10,0.2,16,sgd,0.46678181489308673,0.0317943320936643
tanh,50,10,0.2,32,rmsprop,0.43759029110272724,0.05959573217452301
tanh,50,10,0.2,32,adam,0.48742860555648804,0.057547092797390974
tanh,50,10,0.2,32,sgd,0.4753386974334717,0.02397484249209042
tanh,50,10,0.3,8,rmsprop,0.43059561649958294,0.045774147157704656
tanh,50,10,0.3,8,adam,0.5030295054117838,0.016436754866365474
tanh,50,10,0.3,8,sgd,0.45773430665334064,0.022212264984415957
tanh,50,10,0.3,16,rmsprop,0.4361207187175751,0.00594279312608653
tanh,50,10,0.3,16,adam,0.48944952090581256,0.025891382751775868
tanh,50,10,0.3,16,sgd,0.4778570731480916,0.024818938952488854
tanh,50,10,0.3,32,rmsprop,0.44014133016268414,0.0671210864686317
tanh,50,10,0.3,32,adam,0.5035231610139211,0.02418307321344885
tanh,50,10,0.3,32,sgd,0.4889255066712697,0.021183328609336135
tanh,50,20,0.001,8,rmsprop,0.4537266194820404,0.015956114832186445
tanh,50,20,0.001,8,adam,0.4240422050158183,0.029085710086319293
tanh,50,20,0.001,8,sgd,0.23591763774553934,0.0038930471512881276
tanh,50,20,0.001,16,rmsprop,0.48892398675282794,0.021435729594727327
tanh,50,20,0.001,16,adam,0.4924418230851491,0.029615794109096944
tanh,50,20,0.001,16,sgd,0.23036747674147287,0.020841259992299636
tanh,50,20,0.001,32,rmsprop,0.4914340178171794,0.025753581618839234
tanh,50,20,0.001,32,adam,0.4869114061196645,0.018432792811870418
tanh,50,20,0.001,32,sgd,0.267639696598053,0.0486465284207378
tanh,50,20,0.01,8,rmsprop,0.5286652147769928,0.03107271299018991
tanh,50,20,0.01,8,adam,0.5347166359424591,0.027297406678136554
tanh,50,20,0.01,8,sgd,0.2575380702813466,0.014571632766528606
tanh,50,20,0.01,16,rmsprop,0.5251504282156626,0.022793660263805172
tanh,50,20,0.01,16,adam,0.5327048003673553,0.024727129004431893
tanh,50,20,0.01,16,sgd,0.2535144289334615,0.01036655211316374
tanh,50,20,0.01,32,rmsprop,0.5105580786863962,0.030484752169202517
tanh,50,20,0.01,32,adam,0.521121472120285,0.026915825394038032
tanh,50,20,0.01,32,sgd,0.229867751399676,0.04836237606284962
tanh,50,20,0.1,8,rmsprop,0.5100659430027008,0.02526080097735486
tanh,50,20,0.1,8,adam,0.5397526423136393,0.02848119140288028
tanh,50,20,0.1,8,sgd,0.45823784669240314,0.05602502964258548
tanh,50,20,0.1,16,rmsprop,0.4808744291464488,0.04343034316293566
tanh,50,20,0.1,16,adam,0.5236398577690125,0.019297191482536526
