,activation,batch_size,epochs,learning_rate,neurons,optimizer,Mean,Std
351,tanh,50,10,0.3,8,rmsprop,0.7397661010424296,0.042489993664618315
352,tanh,50,10,0.3,8,adam,0.8075048724810282,0.0030041114929739744
353,tanh,50,10,0.3,8,sgd,0.8123781681060791,0.008384349137554661
354,tanh,50,10,0.3,32,rmsprop,0.6232943534851074,0.1866630924663129
355,tanh,50,10,0.3,32,adam,0.7733918031056722,0.022774492838421315
356,tanh,50,10,0.3,32,sgd,0.8114035129547119,0.006316487306378206
357,tanh,50,10,0.3,64,rmsprop,0.7363547881444296,0.06444183141025038
358,tanh,50,10,0.3,64,adam,0.79483429590861,0.004969812911192264
359,tanh,50,10,0.3,64,sgd,0.8084795276323954,0.00631650570080664
360,tanh,50,20,0.001,8,rmsprop,0.7821637392044067,0.009549679851087513
361,tanh,50,20,0.001,8,adam,0.7884990175565084,0.0041921757236105675
362,tanh,50,20,0.001,8,sgd,0.41325536370277405,0.05670220125200573
363,tanh,50,20,0.001,32,rmsprop,0.8109161853790283,0.0045192900192244576
364,tanh,50,20,0.001,32,adam,0.8148148059844971,0.005641224534345441
365,tanh,50,20,0.001,32,sgd,0.39181286096572876,0.09098062719560104
366,tanh,50,20,0.001,64,rmsprop,0.8148148059844971,0.005513482134801114
367,tanh,50,20,0.001,64,adam,0.8182261188824972,0.010152356779124525
368,tanh,50,20,0.001,64,sgd,0.6330409248669943,0.06000685934050224
369,tanh,50,20,0.01,8,rmsprop,0.8162768085797628,0.010699088588958886
370,tanh,50,20,0.01,8,adam,0.8182260990142822,0.011345470011048884
371,tanh,50,20,0.01,8,sgd,0.7305068174997965,0.02815568134521914
372,tanh,50,20,0.01,32,rmsprop,0.8153021335601807,0.011345470011048884
373,tanh,50,20,0.01,32,adam,0.8182261188824972,0.008959432244209637
374,tanh,50,20,0.01,32,sgd,0.7714424928029379,0.012192987634651807
375,tanh,50,20,0.01,64,rmsprop,0.8128654956817627,0.014324495443136936
376,tanh,50,20,0.01,64,adam,0.8143274982770284,0.008355955095795264
377,tanh,50,20,0.01,64,sgd,0.778265098730723,0.017394323758531817
378,tanh,50,20,0.1,8,rmsprop,0.8045808871587118,0.011026992367501235
379,tanh,50,20,0.1,8,adam,0.8148148059844971,0.0045192900192244576
380,tanh,50,20,0.1,8,sgd,0.81725146373113,0.004303980858740002
381,tanh,50,20,0.1,32,rmsprop,0.7958089709281921,0.002484892817922509
382,tanh,50,20,0.1,32,adam,0.8192007740338644,0.0041921757236105675
383,tanh,50,20,0.1,32,sgd,0.8133528033892313,0.0076744700922366585
384,tanh,50,20,0.1,64,rmsprop,0.7504873474438986,0.009038607890230959
385,tanh,50,20,0.1,64,adam,0.8104288379351298,0.00776674720193665
386,tanh,50,20,0.1,64,sgd,0.8099415302276611,0.009474776945562511
387,tanh,50,20,0.2,8,rmsprop,0.7841130693753561,0.02800342118489363
388,tanh,50,20,0.2,8,adam,0.8104288578033447,0.003004088931576869
389,tanh,50,20,0.2,8,sgd,0.8157894810040792,0.005470259710051575
390,tanh,50,20,0.2,32,rmsprop,0.7884990374247233,0.021431408482193916
391,tanh,50,20,0.2,32,adam,0.8084795276323954,0.005470259710051576
392,tanh,50,20,0.2,32,sgd,0.8192007740338644,0.008384323731605194
393,tanh,50,20,0.2,64,rmsprop,0.7236841917037964,0.05408698712462574
394,tanh,50,20,0.2,64,adam,0.7846003770828247,0.052717254149000914
395,tanh,50,20,0.2,64,sgd,0.814814825852712,0.00612563951203435
396,tanh,50,20,0.3,8,rmsprop,0.7592592636744181,0.08536754176777785
397,tanh,50,20,0.3,8,adam,0.814814825852712,0.006787707662694506
398,tanh,50,20,0.3,8,sgd,0.818226138750712,0.009038607890230959
399,tanh,50,20,0.3,32,rmsprop,0.7704678177833557,0.026878322669113792
400,tanh,50,20,0.3,32,adam,0.8065301974614462,0.015348940184473317
401,tanh,50,20,0.3,32,sgd,0.8079922000567118,0.0041921757236105675
402,tanh,50,20,0.3,64,rmsprop,0.7816764116287231,0.02686064550305725
403,tanh,50,20,0.3,64,adam,0.7397661010424296,0.015609759804705258
404,tanh,50,20,0.3,64,sgd,0.8192007939020792,0.008635494673036273
405,relu,10,5,0.001,8,rmsprop,0.7690058549245199,0.028223079598699456
406,relu,10,5,0.001,8,adam,0.7714424729347229,0.0018234128233351554
407,relu,10,5,0.001,8,sgd,0.48391812046368915,0.06258720398114594
408,relu,10,5,0.001,32,rmsprop,0.7958089709281921,0.0045192900192244576
409,relu,10,5,0.001,32,adam,0.8079922000567118,0.007195328303329554
410,relu,10,5,0.001,32,sgd,0.5063352783521017,0.11969470579627772
411,relu,10,5,0.001,64,rmsprop,0.808966855208079,0.008125393528275186
412,relu,10,5,0.001,64,adam,0.8118908405303955,0.008384349137554661
413,relu,10,5,0.001,64,sgd,0.5199805001417795,0.10644996275533036
414,relu,10,5,0.01,8,rmsprop,0.8114035129547119,0.008355975953075157
415,relu,10,5,0.01,8,adam,0.8099415103594462,0.005470259710051576
416,relu,10,5,0.01,8,sgd,0.702729066212972,0.03136372159693142
417,relu,10,5,0.01,32,rmsprop,0.8128654758135477,0.015518206828378468
418,relu,10,5,0.01,32,adam,0.8094541827837626,0.008468876638991856
419,relu,10,5,0.01,32,sgd,0.7626705765724182,0.03452136303061116
420,relu,10,5,0.01,64,rmsprop,0.8114035129547119,0.004774815592049423
421,relu,10,5,0.01,64,adam,0.8162768085797628,0.007766748448575426
422,relu,10,5,0.01,64,sgd,0.7621832291285197,0.0067877147949432755
423,relu,10,5,0.1,8,rmsprop,0.8148148059844971,0.009574516258814862
424,relu,10,5,0.1,8,adam,0.805555542310079,0.008270251300100678
425,relu,10,5,0.1,8,sgd,0.8143274784088135,0.012114819374766961
426,relu,10,5,0.1,32,rmsprop,0.8040935595830282,0.01658352059314902
427,relu,10,5,0.1,32,adam,0.8016569018363953,0.013202938761112556
428,relu,10,5,0.1,32,sgd,0.8118908405303955,0.003646825646670311
429,relu,10,5,0.1,64,rmsprop,0.7943469683329264,0.018077232920024198
430,relu,10,5,0.1,64,adam,0.7958089510599772,0.006008203647564595
431,relu,10,5,0.1,64,sgd,0.800682266553243,0.015348940184473317
432,relu,10,5,0.2,8,rmsprop,0.7928849856058756,0.02516245427430502
433,relu,10,5,0.2,8,adam,0.7816764116287231,0.025750170067275875
434,relu,10,5,0.2,8,sgd,0.8104288379351298,0.015579300682867293
435,relu,10,5,0.2,32,rmsprop,0.7129629453023275,0.07351085916298142
436,relu,10,5,0.2,32,adam,0.8094541827837626,0.007766748448575426
437,relu,10,5,0.2,32,sgd,0.811403493086497,0.006646283875270944
438,relu,10,5,0.2,64,rmsprop,0.7880116899808248,0.01972328125636385
439,relu,10,5,0.2,64,adam,0.8040935595830282,0.006202695499550261
440,relu,10,5,0.2,64,sgd,0.808966855208079,0.012075557521974383
441,relu,10,5,0.3,8,rmsprop,0.7480506698290507,0.0857589010076036
442,relu,10,5,0.3,8,adam,0.8036062320073446,0.0106990605348144
443,relu,10,5,0.3,8,sgd,0.8104288578033447,0.015020493003636289
444,relu,10,5,0.3,32,rmsprop,0.7909356753031412,0.014957138826492198
445,relu,10,5,0.3,32,adam,0.7651072343190511,0.018659057332549283
446,relu,10,5,0.3,32,sgd,0.8123781681060791,0.01109143433885428
447,relu,10,5,0.3,64,rmsprop,0.7919103105862936,0.025667048180160256
448,relu,10,5,0.3,64,adam,0.7319688200950623,0.12681059486260773
449,relu,10,5,0.3,64,sgd,0.8109161655108134,0.011091415133744672
450,relu,10,10,0.001,8,rmsprop,0.7831383943557739,0.019334156991907582
451,relu,10,10,0.001,8,adam,0.8114035129547119,0.009012315140483243
452,relu,10,10,0.001,8,sgd,0.6998050610224406,0.041734293589406245
453,relu,10,10,0.001,32,rmsprop,0.8157894810040792,0.01040652514475948
454,relu,10,10,0.001,32,adam,0.8153021335601807,0.003837221168155704
455,relu,10,10,0.001,32,sgd,0.651072104771932,0.06011757267170182
456,relu,10,10,0.001,64,rmsprop,0.8196881214777628,0.008125401869565741
457,relu,10,10,0.001,64,adam,0.8162768085797628,0.008468876638991856
458,relu,10,10,0.001,64,sgd,0.6973684231440226,0.012114824170080496
459,relu,10,10,0.01,8,rmsprop,0.8196881214777628,0.009272066629491777
460,relu,10,10,0.01,8,adam,0.8114035129547119,0.009323169100790191
461,relu,10,10,0.01,8,sgd,0.7538986404736837,0.01795860531785369
462,relu,10,10,0.01,32,rmsprop,0.8050682346026102,0.013148866934594175
463,relu,10,10,0.01,32,adam,0.81725146373113,0.010609899699563224
464,relu,10,10,0.01,32,sgd,0.7904483477274576,0.004824318944902933
465,relu,10,10,0.01,64,rmsprop,0.82066277662913,0.006574436412745357
466,relu,10,10,0.01,64,adam,0.8196881214777628,0.004969812911192264
467,relu,10,10,0.01,64,sgd,0.7831383943557739,0.01383534596521609
468,relu,10,10,0.1,8,rmsprop,0.8045809070269266,0.004824322958868467
469,relu,10,10,0.1,8,adam,0.8036062320073446,0.018273233242079252
470,relu,10,10,0.1,8,sgd,0.8196881214777628,0.006994494227205399
471,relu,10,10,0.1,32,rmsprop,0.8167641361554464,0.008635494673036273
472,relu,10,10,0.1,32,adam,0.803118904431661,0.014733172501388501
473,relu,10,10,0.1,32,sgd,0.8162768085797628,0.007195328303329554
474,relu,10,10,0.1,64,rmsprop,0.8075048724810282,0.008384326041231585
475,relu,10,10,0.1,64,adam,0.800682266553243,0.005382732391266073
476,relu,10,10,0.1,64,sgd,0.8187134663263956,0.007454705729113245
477,relu,10,10,0.2,8,rmsprop,0.8011695941289266,0.020710089584825425
478,relu,10,10,0.2,8,adam,0.708089659611384,0.15439653492854077
479,relu,10,10,0.2,8,sgd,0.8050682147343954,0.01109141426078759
480,relu,10,10,0.2,32,rmsprop,0.8050682147343954,0.012424518640305204
481,relu,10,10,0.2,32,adam,0.800682266553243,0.018273233242079252
482,relu,10,10,0.2,32,sgd,0.8114035129547119,0.010406513979802532
483,relu,10,10,0.2,64,rmsprop,0.8060428897539774,0.018505674482712762
484,relu,10,10,0.2,64,adam,0.7992202838261923,0.0067877147949432755
485,relu,10,10,0.2,64,sgd,0.8055555621782938,0.0023874321295603807
486,relu,10,10,0.3,8,rmsprop,0.8182261188824972,0.0055135102327001214
487,relu,10,10,0.3,8,adam,0.7680311997731527,0.0476038688255048
488,relu,10,10,0.3,8,sgd,0.814814825852712,0.011776858908747552
489,relu,10,10,0.3,32,rmsprop,0.7938596407572428,0.019867265454314807
490,relu,10,10,0.3,32,adam,0.8050682346026102,0.005888429454373776
491,relu,10,10,0.3,32,sgd,0.8167641162872314,0.010765466581271173
492,relu,10,10,0.3,64,rmsprop,0.7573099335034689,0.02926413286341964
493,relu,10,10,0.3,64,adam,0.814814825852712,0.005888429454373776
494,relu,10,10,0.3,64,sgd,0.8075048724810282,0.008959432244209637
495,relu,10,20,0.001,8,rmsprop,0.8123781681060791,0.004824296867950975
496,relu,10,20,0.001,8,adam,0.8153021335601807,0.004969785635845018
497,relu,10,20,0.001,8,sgd,0.598440537850062,0.12074956917603527
498,relu,10,20,0.001,32,rmsprop,0.8177387913068136,0.009939625822384526
499,relu,10,20,0.001,32,adam,0.8153021534283956,0.007293672533379
500,relu,10,20,0.001,32,sgd,0.7022417187690735,0.01225127270154134
501,relu,10,20,0.001,64,rmsprop,0.8211500843365988,0.0067877147949432755
502,relu,10,20,0.001,64,adam,0.82066277662913,0.007581066033250539
503,relu,10,20,0.001,64,sgd,0.6413255333900452,0.0463757382457205
504,relu,10,20,0.01,8,rmsprop,0.818226138750712,0.008125401869565741
505,relu,10,20,0.01,8,adam,0.8192007939020792,0.006574436412745357
506,relu,10,20,0.01,8,sgd,0.7860623995463053,0.00812540186956574
507,relu,10,20,0.01,32,rmsprop,0.8221247394879659,0.00612563951203435
508,relu,10,20,0.01,32,adam,0.804093579451243,0.009474758551157881
509,relu,10,20,0.01,32,sgd,0.8011695941289266,0.0031582712447826527
510,relu,10,20,0.01,64,rmsprop,0.8162768085797628,0.01731220963063492
511,relu,10,20,0.01,64,adam,0.8221247394879659,0.0072936778433653985
512,relu,10,20,0.01,64,sgd,0.8070175449053446,0.004303980858740002
513,relu,10,20,0.1,8,rmsprop,0.8118908405303955,0.00927208647025126
514,relu,10,20,0.1,8,adam,0.8196881214777628,0.009648619826813806
515,relu,10,20,0.1,8,sgd,0.8153021335601807,0.004824296867950975
516,relu,10,20,0.1,32,rmsprop,0.8070175449053446,0.004774839925564425
517,relu,10,20,0.1,32,adam,0.8143274585405985,0.007261045345913635
518,relu,10,20,0.1,32,sgd,0.8196881214777628,0.0072936778433653985
519,relu,10,20,0.1,64,rmsprop,0.7943469882011414,0.011345470011048884
520,relu,10,20,0.1,64,adam,0.803118904431661,0.012075529458417661
521,relu,10,20,0.1,64,sgd,0.8211501042048136,0.01083142260234392
522,relu,10,20,0.2,8,rmsprop,0.819688101609548,0.003646852196700886
523,relu,10,20,0.2,8,adam,0.8036062320073446,0.024877684299570744
524,relu,10,20,0.2,8,sgd,0.8114035129547119,0.01060991886369492
525,relu,10,20,0.2,32,rmsprop,0.8114035129547119,0.004303960612004785
526,relu,10,20,0.2,32,adam,0.8104288379351298,0.007948099029643794
527,relu,10,20,0.2,32,sgd,0.8172514835993449,0.006202695499550261
528,relu,10,20,0.2,64,rmsprop,0.7958089709281921,0.019037072687908604
529,relu,10,20,0.2,64,adam,0.803118904431661,0.010152357732827076
530,relu,10,20,0.2,64,sgd,0.8187134464581808,0.004303987607600004
531,relu,10,20,0.3,8,rmsprop,0.7987329562505087,0.022021700408865252
532,relu,10,20,0.3,8,adam,0.711013654867808,0.1423786062152521
533,relu,10,20,0.3,8,sgd,0.8094541827837626,0.00794810024783801
534,relu,10,20,0.3,32,rmsprop,0.7714424928029379,0.029635067757680402
535,relu,10,20,0.3,32,adam,0.7495126724243164,0.08146421011336863
536,relu,10,20,0.3,32,sgd,0.8118908405303955,0.0006891852668501392
537,relu,10,20,0.3,64,rmsprop,0.7821637392044067,0.03769169551574661
538,relu,10,20,0.3,64,adam,0.8070175449053446,0.009549655517603513
539,relu,10,20,0.3,64,sgd,0.8187134265899658,0.011387257898005829
540,relu,20,5,0.001,8,rmsprop,0.727582852045695,0.018735268306902385
541,relu,20,5,0.001,8,adam,0.7680311799049377,0.018886742076919497
542,relu,20,5,0.001,8,sgd,0.5428849856058756,0.039990705689087
543,relu,20,5,0.001,32,rmsprop,0.7841130693753561,0.005382734190041619
544,relu,20,5,0.001,32,adam,0.7875243624051412,0.0034459544321497034
545,relu,20,5,0.001,32,sgd,0.39132553339004517,0.06532033039160688
546,relu,20,5,0.001,64,rmsprop,0.804093579451243,0.005470265020032176
547,relu,20,5,0.001,64,adam,0.8109161853790283,0.009648641903731324
548,relu,20,5,0.001,64,sgd,0.4307992160320282,0.025219004510671543
549,relu,20,5,0.01,8,rmsprop,0.8123781879742941,0.008635494673036273
550,relu,20,5,0.01,8,adam,0.8143274982770284,0.005470265020032176
551,relu,20,5,0.01,8,sgd,0.7041910489400228,0.029345164405585784
552,relu,20,5,0.01,32,rmsprop,0.8153021534283956,0.013310433635660332
553,relu,20,5,0.01,32,adam,0.8177387913068136,0.009648649931699962
554,relu,20,5,0.01,32,sgd,0.6973684231440226,0.054793676165674
555,relu,20,5,0.01,64,rmsprop,0.8079922000567118,0.002756769165299564
556,relu,20,5,0.01,64,adam,0.8177387913068136,0.00812540186956574
557,relu,20,5,0.01,64,sgd,0.7173489332199097,0.007948119739019415
558,relu,20,5,0.1,8,rmsprop,0.7992202639579773,0.004969785635845018
559,relu,20,5,0.1,8,adam,0.8143274982770284,0.009474758551157883
560,relu,20,5,0.1,8,sgd,0.7962962985038757,0.00993961802942948
561,relu,20,5,0.1,32,rmsprop,0.806530217329661,0.010699088588958886
562,relu,20,5,0.1,32,adam,0.806530217329661,0.011776858908747552
563,relu,20,5,0.1,32,sgd,0.8065301974614462,0.005641251995986249
564,relu,20,5,0.1,64,rmsprop,0.7417153914769491,0.010429292479060473
565,relu,20,5,0.1,64,adam,0.819688101609548,0.016726132813373148
566,relu,20,5,0.1,64,sgd,0.8036062320073446,0.0024849200932743364
567,relu,20,5,0.2,8,rmsprop,0.8104288379351298,0.007195330994611118
568,relu,20,5,0.2,8,adam,0.8026315768559774,0.02492536937348506
569,relu,20,5,0.2,8,sgd,0.8167641361554464,0.011282503991972496
570,relu,20,5,0.2,32,rmsprop,0.7938596606254578,0.0011937038980123558
571,relu,20,5,0.2,32,adam,0.8079922000567118,0.004519307158837015
572,relu,20,5,0.2,32,sgd,0.8143274784088135,0.011387257898005829
573,relu,20,5,0.2,64,rmsprop,0.7577972610791525,0.05150035743107602
574,relu,20,5,0.2,64,adam,0.8045808871587118,0.0065744334672970875
575,relu,20,5,0.2,64,sgd,0.8148148059844971,0.004192150317629606
576,relu,20,5,0.3,8,rmsprop,0.7095516522725424,0.11524902902303996
577,relu,20,5,0.3,8,adam,0.7997076114018759,0.00520326257237974
578,relu,20,5,0.3,8,sgd,0.8021442492802938,0.01933412894761313
579,relu,20,5,0.3,32,rmsprop,0.8104288379351298,0.017879066193011866
580,relu,20,5,0.3,32,adam,0.8192007939020792,0.005641251995986248
581,relu,20,5,0.3,32,sgd,0.7987329562505087,0.01697976829317544
582,relu,20,5,0.3,64,rmsprop,0.7909356753031412,0.015518223674649985
583,relu,20,5,0.3,64,adam,0.7953216234842936,0.03229637635962518
584,relu,20,5,0.3,64,sgd,0.8006822466850281,0.0018234128233351554
585,relu,20,10,0.001,8,rmsprop,0.7738791505495707,0.013835371858852441
586,relu,20,10,0.001,8,adam,0.7928850054740906,0.013202938761112556
587,relu,20,10,0.001,8,sgd,0.5916179418563843,0.08363060039039086
588,relu,20,10,0.001,32,rmsprop,0.8094542026519775,0.003004088931576869
589,relu,20,10,0.001,32,adam,0.8109161853790283,0.002484892817922509
590,relu,20,10,0.001,32,sgd,0.4936647117137909,0.12235559712535003
591,relu,20,10,0.001,64,rmsprop,0.8148148059844971,0.008635510370257752
592,relu,20,10,0.001,64,adam,0.8187134464581808,0.006646283875270943
593,relu,20,10,0.001,64,sgd,0.5287524263064066,0.017394322645257226
594,relu,20,10,0.01,8,rmsprop,0.8109161853790283,0.008384349137554661
595,relu,20,10,0.01,8,adam,0.8143274982770284,0.008607948219601261
596,relu,20,10,0.01,8,sgd,0.760721226533254,0.04286282600005863
597,relu,20,10,0.01,32,rmsprop,0.817251443862915,0.003158243653189103
598,relu,20,10,0.01,32,adam,0.8226120869318644,0.008468876638991856
599,relu,20,10,0.01,32,sgd,0.7655945420265198,0.012075544692940116
600,relu,20,10,0.01,64,rmsprop,0.8109161853790283,0.007674487755116056
601,relu,20,10,0.01,64,adam,0.8211501042048136,0.009272066629491777
602,relu,20,10,0.01,64,sgd,0.7680311799049377,0.020128541444688303
603,relu,20,10,0.1,8,rmsprop,0.7933723330497742,0.012538675603194922
604,relu,20,10,0.1,8,adam,0.8001949389775594,0.008468876638991856
605,relu,20,10,0.1,8,sgd,0.8128654758135477,0.007454705729113245
606,relu,20,10,0.1,32,rmsprop,0.7914230028788248,0.018962061466248025
607,relu,20,10,0.1,32,adam,0.8123781681060791,0.004824296867950975
608,relu,20,10,0.1,32,sgd,0.8182261188824972,0.004192173413990857
609,relu,20,10,0.1,64,rmsprop,0.808966855208079,0.010011050355205452
610,relu,20,10,0.1,64,adam,0.8143274982770284,0.011387237491258561
611,relu,20,10,0.1,64,sgd,0.814814825852712,0.012075529458417661
612,relu,20,10,0.2,8,rmsprop,0.7563352584838867,0.038204887415530915
613,relu,20,10,0.2,8,adam,0.8045809070269266,0.007948099029643794
614,relu,20,10,0.2,8,sgd,0.8070175449053446,0.012633029795939048
615,relu,20,10,0.2,32,rmsprop,0.7738791505495707,0.024121584689398193
616,relu,20,10,0.2,32,adam,0.800682266553243,0.0055135102327001214
617,relu,20,10,0.2,32,sgd,0.81725146373113,0.00860794147072274
618,relu,20,10,0.2,64,rmsprop,0.8021442492802938,0.010152388251378047
619,relu,20,10,0.2,64,adam,0.7587719360987345,0.05380963544181646
620,relu,20,10,0.2,64,sgd,0.8167641361554464,0.004519317871007263
621,relu,20,10,0.3,8,rmsprop,0.7875243624051412,0.027124619452220358
622,relu,20,10,0.3,8,adam,0.8177387913068136,0.008959436566950817
623,relu,20,10,0.3,8,sgd,0.8065301974614462,0.0055135102327001214
624,relu,20,10,0.3,32,rmsprop,0.8060428897539774,0.0191117661983982
625,relu,20,10,0.3,32,adam,0.8118908405303955,0.002756741067400557
626,relu,20,10,0.3,32,sgd,0.8060428698857626,0.009648619826813806
627,relu,20,10,0.3,64,rmsprop,0.749999980131785,0.07340093855781184
628,relu,20,10,0.3,64,adam,0.8118908405303955,0.0018234128233351554
629,relu,20,10,0.3,64,sgd,0.794834315776825,0.01225127270154134
630,relu,20,20,0.001,8,rmsprop,0.8089668353398641,0.006891880766400399
631,relu,20,20,0.001,8,adam,0.805555542310079,0.006646288245679736
632,relu,20,20,0.001,8,sgd,0.67933722337087,0.03525651256498764
633,relu,20,20,0.001,32,rmsprop,0.8153021335601807,0.005888401501185252
634,relu,20,20,0.001,32,adam,0.81725146373113,0.011387265550535293
635,relu,20,20,0.001,32,sgd,0.6145224173863729,0.07265297378425424
636,relu,20,20,0.001,64,rmsprop,0.82066277662913,0.009117090666699395
637,relu,20,20,0.001,64,adam,0.8201754490534464,0.011387234940421247
638,relu,20,20,0.001,64,sgd,0.5945419073104858,0.028657279269565118
639,relu,20,20,0.01,8,rmsprop,0.82066277662913,0.012016407295129192
640,relu,20,20,0.01,8,adam,0.8216374317804972,0.012114797795914024
641,relu,20,20,0.01,8,sgd,0.7514619827270508,0.018646335085946496
642,relu,20,20,0.01,32,rmsprop,0.8138401309649149,0.006994494227205399
643,relu,20,20,0.01,32,adam,0.8245614171028137,0.008607968466296793
644,relu,20,20,0.01,32,sgd,0.7919103503227234,0.0013783705337002785
645,relu,20,20,0.01,64,rmsprop,0.8167641361554464,0.006574431994572458
646,relu,20,20,0.01,64,adam,0.81725146373113,0.005203251407454735
647,relu,20,20,0.01,64,sgd,0.7855750521024069,0.0060082004245275026
648,relu,20,20,0.1,8,rmsprop,0.800682266553243,0.008468872065855636
649,relu,20,20,0.1,8,adam,0.808966855208079,0.004969805118273877
650,relu,20,20,0.1,8,sgd,0.8128654758135477,0.007454705729113245
651,relu,20,20,0.1,32,rmsprop,0.7914230028788248,0.022722291820232332
652,relu,20,20,0.1,32,adam,0.8026315768559774,0.01614820077130062
653,relu,20,20,0.1,32,sgd,0.8177387913068136,0.0060082004245275026
654,relu,20,20,0.1,64,rmsprop,0.8079922000567118,0.009722210371135959
655,relu,20,20,0.1,64,adam,0.8040935595830282,0.013292576491359473
656,relu,20,20,0.1,64,sgd,0.8133528232574463,0.0018234128233351554
657,relu,20,20,0.2,8,rmsprop,0.806530237197876,0.012538675603194922
658,relu,20,20,0.2,8,adam,0.7982456088066101,0.008355975953075157
659,relu,20,20,0.2,8,sgd,0.8099415302276611,0.01060991886369492
660,relu,20,20,0.2,32,rmsprop,0.7977583010991415,0.014140955543927868
661,relu,20,20,0.2,32,adam,0.7914230227470398,0.03203797907026072
662,relu,20,20,0.2,32,sgd,0.814814825852712,0.010699088588958886
663,relu,20,20,0.2,64,rmsprop,0.8050682346026102,0.0018234393733773278
664,relu,20,20,0.2,64,adam,0.7943469683329264,0.01482957020581844
665,relu,20,20,0.2,64,sgd,0.8172514835993449,0.007261045345913635
666,relu,20,20,0.3,8,rmsprop,0.7875243624051412,0.03136371048329207
667,relu,20,20,0.3,8,adam,0.8001949389775594,0.01383535366332386
668,relu,20,20,0.3,8,sgd,0.7962962786356608,0.021761310552229716
669,relu,20,20,0.3,32,rmsprop,0.7475633422533671,0.08232551628543654
670,relu,20,20,0.3,32,adam,0.8123781681060791,0.008384349137554661
671,relu,20,20,0.3,32,sgd,0.8128655155499777,0.006316514897969524
672,relu,20,20,0.3,64,rmsprop,0.8055555621782938,0.019723298929126713
673,relu,20,20,0.3,64,adam,0.8055555621782938,0.009474758551157883
674,relu,20,20,0.3,64,sgd,0.8084795276323954,0.017584427491578975
675,relu,50,5,0.001,8,rmsprop,0.6832358638445536,0.07178480287611903
676,relu,50,5,0.001,8,adam,0.7027290463447571,0.08054067682755021
677,relu,50,5,0.001,8,sgd,0.49707601467768353,0.023513314018707984
678,relu,50,5,0.001,32,rmsprop,0.7480506896972656,0.015395279862390482
679,relu,50,5,0.001,32,adam,0.7470760345458984,0.009474776945562511
680,relu,50,5,0.001,32,sgd,0.5419103503227234,0.04583487503695228
681,relu,50,5,0.001,64,rmsprop,0.7636452317237854,0.015020493003636289
682,relu,50,5,0.001,64,adam,0.7777777711550394,0.012462690513556616
683,relu,50,5,0.001,64,sgd,0.5155945420265198,0.06634843483233313
684,relu,50,5,0.01,8,rmsprop,0.808966855208079,0.005382732391266073
685,relu,50,5,0.01,8,adam,0.808966855208079,0.009722182485832613
686,relu,50,5,0.01,8,sgd,0.5384990175565084,0.10061434050813255
687,relu,50,5,0.01,32,rmsprop,0.8177387714385986,0.010765466581271173
688,relu,50,5,0.01,32,adam,0.8177387913068136,0.0056412434142597235
689,relu,50,5,0.01,32,sgd,0.6013645132382711,0.14394130767003252
690,relu,50,5,0.01,64,rmsprop,0.8055555621782938,0.013766515562908848
691,relu,50,5,0.01,64,adam,0.81725146373113,0.006202695499550261
692,relu,50,5,0.01,64,sgd,0.5677387913068136,0.040906646649249645
693,relu,50,5,0.1,8,rmsprop,0.8026315967241923,0.018608058400751772
694,relu,50,5,0.1,8,adam,0.8162767887115479,0.010152381575439497
695,relu,50,5,0.1,8,sgd,0.774853785832723,0.006646288245679736
696,relu,50,5,0.1,32,rmsprop,0.8001949389775594,0.022940731986780906
697,relu,50,5,0.1,32,adam,0.8167641361554464,0.004519317871007263
698,relu,50,5,0.1,32,sgd,0.788986345132192,0.00993959854703499
699,relu,50,5,0.1,64,rmsprop,0.8128654956817627,0.011756666892128717
700,relu,50,5,0.1,64,adam,0.8026315768559774,0.013766519782855783
701,relu,50,5,0.1,64,sgd,0.792397658030192,0.005470265020032176
702,relu,50,5,0.2,8,rmsprop,0.8016569415728251,0.028256708332451735
703,relu,50,5,0.2,8,adam,0.8148148059844971,0.003445926334250696
704,relu,50,5,0.2,8,sgd,0.7977582613627116,0.007948100247838012
705,relu,50,5,0.2,32,rmsprop,0.7348928054173788,0.09178627251087032
706,relu,50,5,0.2,32,adam,0.811403493086497,0.010337835198550104
707,relu,50,5,0.2,32,sgd,0.803118884563446,0.0013783705337002785
708,relu,50,5,0.2,64,rmsprop,0.7543859680493673,0.07153291806711913
709,relu,50,5,0.2,64,adam,0.7831384142239889,0.025943143802128935
710,relu,50,5,0.2,64,sgd,0.7982456088066101,0.009012315140483243
711,relu,50,5,0.3,8,rmsprop,0.808966875076294,0.01276393755338356
712,relu,50,5,0.3,8,adam,0.8128654956817627,0.00782768816813859
713,relu,50,5,0.3,8,sgd,0.7977582812309265,0.011956966079523791
714,relu,50,5,0.3,32,rmsprop,0.7846003969510397,0.025943143802128935
715,relu,50,5,0.3,32,adam,0.8045809070269266,0.0067877147949432755
716,relu,50,5,0.3,32,sgd,0.8050682147343954,0.003646852196700886
717,relu,50,5,0.3,64,rmsprop,0.8036062320073446,0.008798955974449334
718,relu,50,5,0.3,64,adam,0.800682266553243,0.007581066033250539
719,relu,50,5,0.3,64,sgd,0.8026315768559774,0.0031582620476532488
720,relu,50,10,0.001,8,rmsprop,0.7412280639012655,0.04218707744704325
721,relu,50,10,0.001,8,adam,0.7592592636744181,0.023462784057545885
722,relu,50,10,0.001,8,sgd,0.5331383943557739,0.11745952121224329
723,relu,50,10,0.001,32,rmsprop,0.7909356753031412,0.0031582620476532488
